,Date,Prediction,Actual,Signal,Current
400,2020-05-22,2815.4827578027343,2948.51001,0,1000
401,2020-05-26,2822.5804899404297,2955.449951,0,1000
402,2020-05-27,2858.6513066210937,2991.77002,0,1000
403,2020-05-28,2904.900573917969,3036.129883,0,1000
404,2020-05-29,2896.7639765820313,3029.72998,0,1000
405,2020-06-01,2912.3694919833983,3044.310059,0,1000
406,2020-06-02,2921.9795832714844,3055.72998,0,1000
407,2020-06-03,2947.9360958320312,3080.820068,0,1000
408,2020-06-04,2994.138641169922,3122.870117,0,1000
409,2020-06-05,2978.7039798359374,3112.350098,0,1000
410,2020-06-08,3058.892135979492,3193.929932,0,1000
411,2020-06-09,3099.5489963935547,3232.389893,0,1000
412,2020-06-10,3081.8778537529297,3207.179932,0,1000
413,2020-06-11,3060.985290949219,3190.139893,0,1000
414,2020-06-12,2871.7879642109374,3002.100098,0,1000
415,2020-06-15,2904.6671756992187,3041.310059,0,1000
416,2020-06-16,2930.7230836054687,3066.590088,0,1000
417,2020-06-17,2985.1746518652344,3124.73999,0,1000
418,2020-06-18,2979.7784574072266,3113.48999,0,1000
419,2020-06-19,2983.7824708125,3115.340088,0,1000
420,2020-06-22,2963.0330655615235,3097.73999,0,1000
421,2020-06-23,2986.4381251884765,3117.860107,0,1000
422,2020-06-24,3004.026336607422,3131.290039,0,1000
423,2020-06-25,2923.3900145234375,3050.330078,0,1000
424,2020-06-26,2960.6804888208007,3083.76001,0,1000
425,2020-06-29,2891.442428760742,3009.050049,0,1000
426,2020-06-30,2939.671455148926,3053.23999,0,1000
427,2020-07-01,2985.140785154785,3100.290039,0,1000
428,2020-07-02,2995.817428166992,3115.860107,0,1000
429,2020-07-06,3010.9406206567382,3130.01001,0,1000
430,2020-07-07,3067.6999438393555,3179.719971,0,1000
431,2020-07-08,3032.0882412177734,3145.320068,0,1000
432,2020-07-09,3068.0601649990235,3169.939941,0,1000
433,2020-07-10,3049.901092701172,3152.050049,0,1000
434,2020-07-13,3072.8968505234375,3185.040039,0,1000
435,2020-07-14,3029.1803973305664,3155.219971,0,1000
436,2020-07-15,3066.3126225390624,3197.52002,0,1000
437,2020-07-16,3105.497147012695,3226.560059,0,1000
438,2020-07-17,3085.5347286445312,3215.570068,0,1000
439,2020-07-20,3104.647704609375,3224.72998,0,1000
440,2020-07-21,3138.7327042719726,3251.840088,0,1000
441,2020-07-22,3144.6527253916015,3257.300049,0,1000
442,2020-07-23,3154.5737385668945,3276.02002,0,1000
443,2020-07-24,3112.4640425541993,3235.659912,0,1000
444,2020-07-27,3087.5497133222657,3215.629883,0,1000
445,2020-07-28,3108.3533324101563,3239.409912,0,1000
446,2020-07-29,3086.794906209961,3218.439941,0,1000
447,2020-07-30,3124.343032430664,3258.439941,0,1000
448,2020-07-31,3111.1644137490234,3246.219971,0,1000
449,2020-08-03,3142.1597898515624,3271.120117,0,1000
450,2020-08-04,3160.3551021171875,3294.610107,0,1000
451,2020-08-05,3168.5269930322265,3306.51001,0,1000
452,2020-08-06,3195.045883647461,3327.77002,0,1000
453,2020-08-07,3210.7388304570313,3349.159912,0,1000
454,2020-08-10,3219.5538021933594,3351.280029,0,1000
455,2020-08-11,3240.051544486328,3360.469971,0,1000
456,2020-08-12,3208.220229696289,3333.689941,0,1000
457,2020-08-13,3254.656753883789,3380.350098,0,1000
458,2020-08-14,3255.5224536674805,3373.429932,0,1000
459,2020-08-17,3256.5899356464843,3372.850098,0,1000
460,2020-08-18,3264.904235605469,3381.98999,0,1000
461,2020-08-19,3274.8510815512695,3389.780029,0,1000
462,2020-08-20,3259.739990578125,3374.850098,0,1000
463,2020-08-21,3274.2402269799804,3385.51001,0,1000
464,2020-08-24,3278.055938611328,3397.159912,0,1000
465,2020-08-25,3309.4272686850586,3431.280029,0,1000
466,2020-08-26,3326.333854487793,3443.620117,0,1000
467,2020-08-27,3364.4171977124024,3478.72998,0,1000
468,2020-08-28,3365.1634675791015,3484.550049,0,1000
469,2020-08-31,3387.438163991699,3508.01001,0,1000
470,2020-09-01,3383.228287149414,3500.310059,0,1000
471,2020-09-02,3416.0758739848634,3526.649902,0,1000
472,2020-09-03,3470.977798571289,3580.840088,0,1000
473,2020-09-04,3346.6118091831054,3455.060059,0,1000
474,2020-09-08,3316.02335363916,3426.959961,0,1000
475,2020-09-09,3219.66870128125,3331.840088,0,1000
476,2020-09-10,3281.0267639785156,3398.959961,0,1000
477,2020-09-11,3222.739615987793,3339.189941,0,1000
478,2020-09-14,3232.569908438965,3340.969971,0,1000
479,2020-09-15,3278.5918654770508,3383.540039,0,1000
480,2020-09-16,3282.764678783203,3401.199951,0,1000
481,2020-09-17,3265.5832288305664,3385.48999,0,1000
